Person_Id,Company Name,Car,Style,Range(Km/Full Charge),Transmission,VehicleType,PriceRange,Capacity(Seats),BootSpace,BaseModel,TopModel,Charging Time(hrs),Color,Free Services,Delivery Days,Ratings(out of 5)
356a03,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,6,2.01
5e52e4,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,3,4.52
10fdd0,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,49,3.59
9fcde4,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,51,1.24
462c11,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,56,3.25
54e999,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,16,2.88
3b8b0d,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,16,3.64
ceec52,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,16,4.31
94a8a6,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,21,4.85
24abf6,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,9,3.49
9e5029,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,53,3.65
36c95c,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,14,2.8
cf387f,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2320000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,36,1.62
0e462a,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,29,1.22
f301c4,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1399000,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,34,1.08
1c1c72,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1490700,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,3,3.89
2b580e,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,59,4.93
e48a44,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,25,1.87
2d3fb3,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,6,4.38
2c3279,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1600150,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,23,1.77
638ab3,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1633445,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,50,3.89
d699a2,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,19,4.59
40f533,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,32,4.68
4cad7c,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,51,3.09
7b4b6a,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1699999,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,37,3.42
5ce793,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,43,2.79
2c4938,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,6,4.78
870708,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,5,3.96
dc23b1,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,27,3.63
5a9231,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,48,4.11
c648e2,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,3,3.67
850a4f,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,24,2.88
9555a0,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,7,3.73
750869,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,21,2.66
e59cf4,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10100000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,9,1.26
eb7dc5,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1260000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,18,1.78
df16a2,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,25,2.9
4fe263,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,37,2.39
e9efb8,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,60,4.84
73e78e,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1600150,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,60,3.26
b78fb0,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,50,1.68
daf867,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,57,3.83
b7eb99,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,16,4.44
f3630c,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,24,4.2
39defe,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11500000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,10,2.13
7fef0e,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,46,2.37
863004,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,22,4.71
1d386d,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2381000,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,49,3.29
a2bb68,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,3,4.34
dba94c,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1300541,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,11,4.28
f8d560,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2330000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,29,1.4
868b67,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,6,4.3
19da3b,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,38,2.31
090f3a,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,8,3.59
19db1d,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,12,4.72
2b9231,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,29,1.26
36473e,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10800000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,59,3.2
e6c936,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2205000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,26,2.51
79d9a2,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2379000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,43,4.32
7d4f6a,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,23,3.48
721a88,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,48,4.99
101552,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,31,4.69
5a2e56,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,10,3.78
2f7709,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,12,3.6
e74598,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,55,3.59
2697bd,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,21,4.58
cefa07,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,3,4.62
9ee428,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,56,4.31
4d2d44,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1300541,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,45,4.65
706075,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11200000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,19,2.01
49641a,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,24,2.61
04a300,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,48,1.14
aa7517,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,57,1.66
6916af,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,11,1.61
f8a76d,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,56,2.39
e0a17b,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,31,1.73
2039ca,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,9,2.95
bfe5aa,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10600000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,33,3.33
b92826,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,38,3.61
339cc2,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,54,3.98
192ba1,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,29,1.44
8e3caa,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,10,2.97
727ed7,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10600000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,58,1.49
a2971a,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,45,1.5
d2990d,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,14,3.96
6c22fa,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,54,3.44
7c368f,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1600150,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,48,2.79
f3eb81,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,24,1.55
6106b5,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,54,4.22
3878a0,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,27,3.6
c99bef,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,35,4.63
388151,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,60,3.04
b81d9a,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387900,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,22,3.36
bb58c0,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,50,2.99
1356b9,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,36,2.85
bf1361,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,10,4.6
ad15c4,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1240000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,59,4.19
b3cb42,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1427900,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,8,3.52
c4089f,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2330000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,33,2.93
f728ac,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,23,1.51
940927,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,30,2.84
cc2120,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,58,4.11
f56dd1,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,27,4.98
7468fa,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10600000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,16,4.93
dbe407,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1600150,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,35,1.85
3c5147,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,19,4.36
6c6cda,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,36,4.77
2ee1b1,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,41,3.55
4462f3,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,28,3.72
07159d,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,36,1.48
b08e1b,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10100000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,42,3.19
bbfe2f,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1240000,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,54,1.28
4652ae,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,59,2.41
b21abc,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1300541,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,31,2.4
3dd3af,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,47,1.54
2d29e8,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,37,1.25
35833,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387900,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,21,3.48
be2db1,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,7,3.61
9b4836,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,45,3.81
e40493,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,20,4.26
bff9fd,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,40,3.43
d05d69,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,34,2.58
d545e9,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,41,2.55
022b3f,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,24,4.4
7b353c,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,38,2.91
ca6016,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,40,1.97
7d858d,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,34,4.3
b5e8a5,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,9,3.2
4e6441,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,17,3.26
bb8dea,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,25,2.45
e9f72f,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,47,2.8
2593db,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,50,3.14
317088,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1699999,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,15,3.52
88f553,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,60,4.96
3a8752,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,56,2.34
6dfab2,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2210000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,7,4.57
f987f5,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,29,1.63
f29f2a,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,40,3.13
00eb40,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,35,4.67
875cfb,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2379000,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,39,4.6
0cf045,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1427900,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,56,3.17
